Name;Role;Tier;Score;Trend;Win %;Pick %;Ban %;KDA
Seraphine;ADC;B;44.97;0.03;54.07%;1.08%;1.99%;2.87
Sett;TOP;God;74.93;11.69;50.44%;9.20%;6.75%;1.72
Shaco;JUNGLE;A;56.21;1.91;48.04%;5.53%;15.54%;2.79
Shaco;SUPPORT;C;39.72;3.46;48.95%;1.16%;15.54%;2.31
Shen;TOP;God;68.58;4.75;53.81%;4.77%;1.12%;2.9
Shen;SUPPORT;D;33.3;0.0;46.57%;0.64%;1.13%;2.43
Shyvana;JUNGLE;S;57.27;9.49;55.58%;2.99%;1.11%;2.94
Shyvana;TOP;C;36.12;-7.0;49.13%;0.36%;1.13%;2.0
Singed;MID;A;52.75;3.06;55.51%;0.35%;0.51%;2.64
Singed;TOP;A;48.96;-3.21;52.74%;1.73%;0.58%;2.05
Singed;JUNGLE;B;42.2;0.0;52.95%;0.27%;0.51%;3.02
Sion;TOP;A;49.11;2.51;46.74%;5.38%;2.61%;1.55
Sivir;ADC;B;41.41;-0.75;50.57%;3.99%;1.29%;2.31
Skarner;JUNGLE;B;41.99;-10.04;51.50%;0.97%;0.22%;2.99
Skarner;TOP;D;35.1;-3.61;48.49%;0.17%;0.21%;2.16
Sona;SUPPORT;A;55.94;3.11;52.75%;3.44%;0.27%;2.89
Soraka;SUPPORT;S;64.68;3.99;51.91%;6.64%;3.19%;2.71
Swain;SUPPORT;A;54.77;12.13;50.82%;4.61%;4.55%;2.38
Swain;MID;A;53.64;0.19;52.92%;2.58%;4.55%;2.6
Swain;ADC;C;38.99;-3.86;52.19%;0.73%;4.55%;2.77
Sylas;MID;S;67.69;-21.88;50.32%;10.31%;11.04%;2.13
Sylas;JUNGLE;A;48.14;0.0;49.50%;3.57%;11.04%;2.64
Syndra;MID;S;66.99;-14.27;52.44%;8.38%;9.57%;2.31
Tahm Kench;TOP;C;40.6;-6.82;47.32%;2.03%;1.03%;2.21
Tahm Kench;SUPPORT;D;30.79;-4.18;45.44%;0.89%;1.03%;2.14
Taliyah;MID;B;44.16;-0.43;50.65%;1.04%;0.55%;2.2
Taliyah;SUPPORT;C;38.45;0.0;51.05%;0.23%;0.51%;1.97
Taliyah;JUNGLE;C;35.66;-0.97;49.34%;0.85%;0.55%;2.64
Talon;MID;B;47.86;1.63;50.23%;3.03%;1.43%;2.14
Talon;JUNGLE;D;35.35;0.09;46.94%;2.17%;1.43%;2.46
Taric;SUPPORT;A;48.53;2.28;51.98%;1.90%;0.37%;2.66
Teemo;TOP;S;61.21;8.05;51.74%;5.14%;8.27%;1.76
Teemo;SUPPORT;C;38.36;0.0;50.17%;0.70%;8.27%;1.91
Thresh;SUPPORT;S;68.34;4.63;49.36%;9.48%;2.15%;2.53
Tristana;ADC;S;57.38;-1.56;52.09%;7.94%;4.77%;2.29
Tristana;MID;A;48.59;0.0;53.60%;0.80%;4.77%;2.19
Trundle;JUNGLE;S;57.91;13.15;55.03%;3.33%;3.37%;2.95
Trundle;TOP;B;44.08;8.39;52.82%;0.93%;3.37%;1.73
Tryndamere;MID;A;50.74;11.16;55.29%;0.59%;2.90%;2.16
Tryndamere;TOP;A;48.84;1.37;51.47%;2.59%;2.90%;1.84
Twisted Fate;MID;C;39.7;-1.21;46.55%;2.25%;0.13%;2.11
Twitch;ADC;A;53.98;4.32;52.42%;6.28%;6.86%;2.39
Twitch;SUPPORT;B;43.77;8.73;51.21%;1.42%;6.86%;2.17
Udyr;JUNGLE;God;68.83;6.12;51.85%;6.97%;16.12%;2.61
Udyr;TOP;B;40.94;0.83;50.93%;0.90%;16.12%;1.75
Urgot;TOP;A;50.78;-1.66;52.01%;2.64%;1.26%;1.98
Varus;ADC;S;62.54;1.63;50.36%;10.92%;4.68%;2.32
Varus;MID;B;45.04;4.09;48.95%;2.79%;4.68%;2.06
Vayne;ADC;A;54.99;13.18;50.42%;8.52%;10.77%;2.03
Vayne;TOP;B;41.74;-0.63;50.58%;1.54%;10.77%;1.57
Veigar;MID;A;51.62;1.29;50.57%;4.21%;2.76%;2.19
Veigar;ADC;D;34.64;5.86;51.64%;0.79%;2.99%;2.32
Veigar;SUPPORT;D;33.8;0.0;47.87%;0.68%;2.99%;1.92
Vel'Koz;MID;B;45.57;0.15;50.88%;0.85%;0.69%;2.52
Vel'Koz;SUPPORT;B;45.09;2.92;50.80%;2.08%;0.69%;2.22
Vex;MID;S;58.89;-7.33;52.39%;5.28%;9.05%;2.38
Vi;JUNGLE;S;57.92;9.92;54.60%;3.90%;1.03%;2.75
Viego;JUNGLE;S;66.25;-8.07;49.68%;8.46%;4.72%;2.5
Viktor;MID;S;56.32;-8.42;50.71%;6.02%;4.03%;2.19
Vladimir;MID;A;50.06;-3.81;50.08%;3.71%;5.65%;2.24
Vladimir;TOP;C;38.0;-4.38;48.94%;0.93%;5.65%;1.96
Volibear;JUNGLE;A;49.74;-1.51;52.60%;2.61%;1.97%;2.83
Volibear;TOP;B;44.27;5.7;49.61%;2.44%;1.97%;1.8
Warwick;JUNGLE;S;62.44;11.25;51.56%;6.43%;6.29%;2.43
Warwick;TOP;B;45.38;-0.51;50.81%;1.91%;6.29%;1.88
Wukong;JUNGLE;S;57.98;15.39;53.59%;4.10%;2.80%;2.91
Wukong;TOP;B;42.6;-3.34;50.86%;1.03%;2.80%;2.05
Xayah;ADC;B;44.67;9.14;50.40%;5.31%;0.55%;2.29
Xerath;SUPPORT;A;51.97;2.45;51.93%;2.95%;2.22%;2.64
Xerath;MID;A;51.15;-1.86;51.74%;1.43%;2.22%;3.11
Xin Zhao;JUNGLE;B;44.59;-0.18;51.62%;2.35%;0.49%;2.42
Yasuo;MID;God;71.75;-2.1;49.88%;11.57%;19.10%;1.71
Yasuo;TOP;B;42.85;4.48;48.69%;2.42%;19.10%;1.52
Yasuo;ADC;D;32.97;-0.36;50.13%;1.97%;19.10%;1.91
Yone;MID;S;64.83;-5.3;50.80%;9.17%;12.61%;1.88
Yone;TOP;A;54.09;-1.95;49.76%;4.48%;12.61%;1.65
